game_id,game_name,game_category_code,game_type_code
969,Snakes and Ladders,S,3rd party
970,Dragon Stone,S,Non Branded
971,Pirates Plenty Battle for Gold,S,3rd party
972,European Roulette VIP,S,Table games
973,The Great Chicken Escape,S,3rd party
974,Tree of Fortune,S,Non Branded
975,Skulls of Legend,S,
978,Sword of Destiny,S,3rd Party
979,Snow Leopard,S,3rd Party
980,Five Pirates,S,3rd Party
981,Blood Queen,S,
982,Fortunes of the Dead,S,3rd Party
984,Mad Mad Monkey HQ,S,Non Branded
985,Demon Gems,S,3rd Party
986,2 Fat Cats,S,3rd Party
987,Grand National Slot,S,
989,Renegades,S,Non Branded
990,Electric Nights,S,3rd Party
991,Glitter Gems,S,
993,The Enforcer,S,
995,Acorn Pixie ,S,3rd Party
996,MG-Test,S,
997,Grand Spinn Superpot,S,Non Branded
999,Heidis Bier Haus,S,3rd Party
1000,Pink Elephants,S,
1001,Blazin' Hot 7's ,S,3rd Party
1004,Foxin' Wins Christmas Edition,S,Non Branded
1005,Jolly's Gifts,S,
1007,Not Enough Kittens,S,
1008,Jade Idol,S,Non Branded
1009,Cool Bananas,S,Non Branded
1010,Hugo 2,S,Branded
1013,Dragon Wins,S,
1016,Samurai Split,S,Non Branded
1027,An Evening with Holly Madison,S,
1028,Sunset Reels,S,
1029,Golden Mane,S,
1030,James Dean,S,
1031,8th Wonder,S,
1032,Big Wheel,S,
1034,Jaguar Gems,S,3rd Party
1035,Theatre of Night,S,Non Branded
1036,Giant Gems,S,3rd Party
1037,Joker 10K,S,3rd Party
1043,Holly Jolly Penguins,S,Non Branded
1044,Wacky Panda,S,Non Branded
1045,Deco Diamonds,S,3rd Party
1049,Planet Fortune,S,Non Branded
1050,Scrolls of Ra HD,S,Non Branded
1052,Lucky Clover ,S,Non Branded
1055,Royal Cash,S,Non Branded
1057,Super Fast Hot Hot ,S,Non Branded
1059,Alice Adventure,S,Non Branded
1060,Spin or Reels HD ,S,Non Branded
1062,The Best things in life ,S,Non Branded
1063,Super Lucky Reels,S,Non Branded
1064,Forest Mania,S,Non Branded
1069,Lucky 3,S,
1074,Disco Double,S,
1077,Fruit Boxes,S,Non Branded
1078,Beetle Jewels,S,Non Branded
1079,Absolute Super Reels ,S,Non Branded
1083,Booster,S,
1084,Joker Stacks,S,Non Branded
1085,Eye of the Amulet,S,Non Branded
1090,Roulette VIP,S,Table games
1093,Blackjack Atlantic City,S,Table games
1098,Blackjack Multihand VIP,S,Table games
1100,Fruity Cubes,C,PullTabsMultiTicket
1101,King of Clubs,C,QueenOfDiamonds
1102,Egyptian Oasis,C,VIPBlack
1103,Slapshot!,C,QueenOfDiamonds
1104,Triple Gems,C,PullTabs
1105,100X,C,WildTime
1106,Mina De Ouro,C,WildTime
1107,VIP Platinum,C,QueenOfDiamonds
1108,Stastna chvile,C,XOX
1109,Wizard of All,C,WildTime
1110,Egyptian Deluxe,C,VIPBlack
1111,Prince of Hearts,C,QueenOfDiamonds
1112,Fiesta Payout,C,QueenOfDiamonds
1113,King of Clubs,C,QueenOfDiamonds
1114,Ultimate Wizard,C,QueenOfDiamonds
1115,Zlata Rybka,C,PeDeMeia
1117,Keno Extra Reveals,C,KenoWithFreePlays
1118,Tax Free,C,WildTime
1119,Slapshot (Buly),C,QueenOfDiamonds
1120,Caribbean Cashword,C,Cashword
1121,Wild Win Xtra,C,QueenOfDiamonds
1122,Wild Time Mania,C,QueenOfDiamonds
1123,Wheel Of Fortune,C,WheelOfFortune2019
1125,Summer Cookout,C,QueenOfDiamonds
1127,Quick 6,C,MultiTicketKeno
1128,3-2-1 Draw!,C,321DrawKeno
1129,Shamrock Winnings,C,SuperMoneyMatch
1130,Football Frenzy,C,QueenOfDiamonds
1131,Treetop Single Ticket Version,C,QueenOfDiamonds
1132,Color Pop,C,ColorPop
1133,Moonlight Multiplier,C,SuperMoneyMatch
1134,Floresta Tropical (Treetop Treasures),C,QueenOfDiamonds
1135,Tutti Frutti,C,PullTabsMultiTicket
1137,Shocking 7s (7 Elétricos),C,QueenOfDiamonds
1138,Abelha Dourada,C,BeehiveMatches
1140,Stistko Multi (JSC),C,RoyalSlot
1141,Underwater Treasures,C,QueenOfDiamonds
1142,Prince Of Hearts,C,QueenOfDiamonds
1143,Savanna Adventures,C,SavannaAdventures
1144,Custom Cash Payout,C,CustomCashPayout
1145,Prince of Hearts,C,QueenOfDiamonds
1146,Unwrap the Cash 2.emise,C,WildTime
1147,Instant Keno Multiplier 90,C,Keno
1148,VIPPlatinumSymbols,C,QueenOfDiamonds
1149,Instant Keno Multiplier,C,Keno
1150,Enchanted Winnings,C,Avalanche
1152,Lucky Digger,C,SuperMoneyMatch
1153,Love Struck,C,Avalanche
1154,Caribbean Cashword,C,Cashword
1155,Lucky 7s,C,RoyalSlot
1156,3-2-1 Draw!,C,321DrawKeno
1157,Instant Keno,C,Keno
1158,Sweet Crush,C,ConfectionCombos
1159,Cash O`Lanterns,C,WildTime
1160,Pinata Single,C,QueenOfDiamonds
1161,Shocking 7's,C,QueenOfDiamonds
1162,Slapshot Symbols,C,QueenOfDiamonds
1163,Cosmic Expander 2 emise,C,WildTime
1164,Amazon Adventure 2 emise,C,WildTime
1165,USA Spiral,C,Avalanche
1166,Northern Wilds,C,QueenOfDiamonds
1167,Diamanty 50 K-ì,C,WildTime
1168,Diamanty 100 K-ì,C,WildTime
1169,Super Recompensa,C,WildTime
1170,Paint Blast,C,QueenOfDiamonds
1171,Win It All! Sports,C,WildTime
1172,Sorcerer's Luck,C,WildTime
1173,Holiday Gold,C,WildTime
1174,3-2-1 Draw! 85,C,321DrawKeno
1175,Holiday Cheer,C,QueenOfDiamonds
1177,RoboCash,C,SuperMoneyMatch
1178,Steampunk Treasures,C,SuperMoneyMatch
1179,Mega Rentier,C,PeDeMeia
1180,HiLo,C,HiLo21
1182,Sunset Winnings,C,QueenOfDiamonds
1183,Diamanty 50 Kc,C,WildTime
1184,Diamanty 100 Kc,C,WildTime
1185,Cash Avenue,C,QODLimitedFeaturePoints
1186,Mini Rentier 2 emise,C,PeDeMeia
1187,Rentier 2 emise,C,PeDeMeia
1188,Super Rentier 2 emise,C,PeDeMeia
1189,Zlata Muska 2 emise,C,SuperMoneyMatch
1190,Zlata Muska Multi,S,LuckyCharms
1191,Stistko 5 Kc,C,SuperMoneyMatch
1192,Stistko 10 Kc,C,SuperMoneyMatch
1193,Stistko 20 Kc,C,SuperMoneyMatch
1194,Bullseye Keno,S,MultiTicketKeno
1195,Stistko 5KC 3 emise,C,SuperMoneyMatch
1196,Stistko 10KC 2 emiss,C,SuperMoneyMatch
1197,Stistko 20KC 2 emise,C,SuperMoneyMatch
1198,Springtime Combos,C,ConfectionCombos
1199,VIP Ultra,C,QueenOfDiamonds
1200,Cleo's Wish,S,Non Branded
1201,Wonder Hounds,S,Non Branded
1202,Funky Chicken,S,
1204,Eye of Horus,S,3rd Party
1205,Wilds Deluxe,S,3rd Party
1206,Wish Upon a Leprechaun,S,
1207,Respin Rhino,S,3rd Party
1208,Aladdin's Legacy,S,Non Branded
1209,Flame,S,Non Branded
1210,Centurion,S,3rd Party
1211,Lucky Little Gods,S,Non Branded
1212,Robin of Sherwood,S,3rd Party
1213,Bust The Bank,S,Non Branded
1214,The Sand Princess,S,3rd Party
1215,King of Kaiju: Rampage Riches,S,3rd Party
1218,Sheer Magic,S,3rd party
1219,Soul Queen,S,3rd party
1220,Rich N Wild,S,3rd party
1221,Fruit Spin,S,Non Branded
1222,Asgardian Stones,S,Non Branded
1223,Hotline,S,Non Branded
1226,Mercy Of The Gods,S,Non Branded
1227,Grand Spinn,S,Non Branded
1228,The Wolfs Bane,S,Non Branded
1229,Archangels Salvation,S,Non Branded
1230,Wilderland,S,Non Branded
1231,Gold King,S,Non Branded
1233,Imperial Opera,S,Non Branded
1234,House of Doom ,S,Non Branded
1235,Sweet Alchemy,S,
1236,Ninja Fruit ,S,Non Branded
1237,5x Magic,S,Non Branded
1238,Baker’s Treat,S,
1239,Legacy of Egypt,S,Non Branded
1240,Cats and Cash,S,Non Branded
1242,1421 Voyages of Zheng He,S,3rd party
1243,Cash Camel ,S,Non Branded
1244,Realistic Roulette,S,
1245,Blackjack ,S,
1246,Time is Money,S,
1247,Bully4U,S,
1248,Stacks O'Gold,S,Non Branded
1249,Illusions 2,S,Non Branded
1250,Million Coins Respin,S,Non Branded
1264,Vegas Nights,S,3rd party
1265,Dragon Kingdom ,S,3rd party
1266,Queen of Gold,S,
1267,Pixie Wings,S,3rd party
1269,Cash Cave,S,3rd party
1270,Rumble Rumble,S,3rd party
1271,King Chameleon,S,3rd party
1272,Light Em Up,S,3rd party
1273,Dolphins Luck 2,S,
1274,Cherry Bomb Deluxe,S,3rd party
1275,Shark Meet,S,3rd party
1276,Wild Jester,S,3rd party
1277,Zeus 2 ,S,
1278,European Roulette,S,
1279,Slot Gamble - Beat the Dealer,S,
1280,Double Bonus Poker 1 Hand,S,
1287,3 Hit Pay,S,Non Branded
1288,Gold Rush,S,3rd party
1289,7 Piggies,S,3rd party
1290,Pandas Fortune,S,3rd party
1291,Santa,S,3rd party
1292,Exotic Fruit,S,3rd party
1293,Big Apple Wins,S,3rd party
1294,Booming Seven Deluxe,S,3rd party
1295,Wolf Gold,S,3rd party
1296,Icy Wilds,S,3rd party - Premium
1298,Legend of Loki ,S,Non Branded
1299,Cleopatra,S,3rd party - Premium
1300,Mojo Spin,S,3rd party
1310,Super Hot Fruits,S,3rd Party
1311,Centurion Freespins,S,3rd Party
1312,The Guardians ,S,3rd Party
1313,Atlantis,S,3rd Party
1314,Henry VIII,S,3rd Party
1315,Stellar Jackpots Serengeti lions,S,3rd Party
1316,Treasure Of The Pyramids,S,3rd party
1317,Candy Cash,S,
1318,Gladiator of Rome,S,
1319,Tutan Keno,S,3rd party
1320,Dream Date,S,Non Branded
1321,Diamond Empire,S,Non Branded
1322,Fortunes of Asgard ,S,
1323,Temple of Tut,S,3rd Party
1324,Silver Lioness 4x,S,3rd Party
1326,Mystique Grove,S,
1333,Wild Scarabs,S,Non Branded
1334,Fortunium,S,Non Branded
1335,Temperance,S,3rd Party
1336,Amazing Aztecs,S,3rd Party
1337,Agent Valkyrie,S,3rd Party
1338,Rainbrew,S,3rd Party
1339,Football:Champions Cup,S,Non Branded
1340,Witchcraft Academy,S,Non Branded
1341,BollyWood Story,S,Non Branded
1342,Jumanji,S,Branded
1344,Mirror Mirror,S,Non Branded
1345,Swipe and Roll,S,Non Branded
1346,Berryburst,S,Non Branded
1347,BerryBurst Max,S,Non Branded
1348,Cops N Robbers,S,Non Branded
1349,Hugo Goal,S,Branded
1350,Sizzling Spins,S,Non Branded
1351,Rise of Olympus,S,Non Branded
1352,Street Magic,S,Non Branded
1354,Asgard,S,3rd party
1355,Vegas Magic,S,3rd party
1356,Crystal Clans,S,Non Branded
1357,Super Fast Hot Hot Respin,S,Non Branded
1358,Fruit Bonanza,S,Non Branded
1359,Foxin Wins Football Fever,S,Non Branded
1360,Inspector Gadget,S,3rd Party - Branded
1361,Queen of the Castle,S,Non Branded
1362,Fishin Frenzy,S,3rd Party
1363,Blazing Star,S,3rd Party
1364,Double Triple Chance,S,3rd Party
1365,Diamond Mine,S,3rd Party
1366,Extra Chilli,S,
1367,So Hot,S,Non Branded
1368,Safari Spirit,S,3rd party
1369,Twice the Money,S,3rd party
1370,Diamond Chief,S,3rd party
1371,Trojan Treasure,S,3rd party
1372,Ming Warrior,S,3rd party
1373,Mayan Gold,S,3rd party
1374,Crystal Cash,S,3rd party
1375,Roaming Reels,S,3rd party
1376,Mustang Money,S,3rd party
1377,Red Dragon,S,
1378,Justice Machine,S,3rd party
1379,Blood Bank,S,
1380,Ambiance,S,Non Branded
1381,Downtown,S,3rd party
1382,Santa's Village,S,
1383,Kitty Cash,S,
1384,Classic Fruit,S,
1386,Black Ice,S,3rd party
1387,The King,S,Non Branded
1388,Legend of Cleopatra,S,3rd party
1389,Crystal Land ,S,
1390,Jack In The Box,S,3rd party
1392,243 Crystal Fruits,S,3rd party
1394,Money Farm 2,S,3rd party
1395,Spartans Legacy,S,
1396,Wheel of Fortune,S,
1397,Lucky 7,S,
1398,Secret of Nefertiti,S,
1399,4 Symbols,S,
1400,Action Jack,S,3rd party - premium
1401,Rush Football Go World Cup,S,3rd Party
1403,Rush Horses Go!,S,3rd Party
1404,Rush Dogs Go!,S,3rd Party
1405,Rush Cars Go!,S,3rd Party
1406,Rush Speedway Go!,S,
1407,Rush Darts Live,S,
1408,Rush Cycling Go!,S,
1409,Rush Cricket Go,S,3rd Party
1410,Scratch Queen of the Castle 95 slot,S,
1411,The Mask,S,Branded
1412,Double the Devil,S,Non Branded
1413,Fortunes of the Amazon,S,
1414,Leonidas King of the Spartans,S,
1415,Lightning Horseman,S,3rd Party
1416,Kingdoms Edge,S,Non Branded
1417,Napoleon,S,3rd Party
1418,Genie Megaways,S,
1419,El Jackpotto,S,3rd Party
1420,Pixies Of the Forest,S,
1421,Da Vinci Diamonds,S,3rd party - Premium
1422,MegaJackpots Cleopatra,S,
1423,Golden Goddess,S,3rd party - Premium
1424,Siberian Storm,S,
1425,Cats,S,
1426,Treasures of Troy,S,
1429,Emperors Wealth,S,
1431,Fa Cai Shen,S,
1434,Koi Gate,S,
1435,Quick Hit Ultra Pays Sun Dragon,S,
1436,Red Flag Fleet,S,3rd Party
1437,Spartacus,S,
1438,Zeus III,S,
1439,Moon Temple ,S,
1441,Pizza Prize,S,Non Branded
1443,Mega Pots Mega-X,S,3rd Party
1444,The Golden Owl Of Athena,S,3rd party
1445,Age of Caesar,S,
1446,Wild Turkey,S,Non Branded
1447,Robin Hood Shifting riches,S,Non Branded
1448,Double Stacks,S,Non Branded
1449,European Roulette,S,
1452,Coins of Egypt,S,Non Branded
1453,Halloween Jack,S,Non Branded
1454,Vikings,S,Branded
1456,Exotic Cat,S,Non Branded
1457,Wicked Tales Dark Red,S,Non Branded
1458,Bonanza,S,3rd Party
1459,Celtic Goddess,S,3rd Party
1460,Luxor,S,3rd party
1461,Journey to the West,S,3rd party
1462,Gods of Olympus,S,3rd party
1463,3D European Roulette,S,3rd party - table
1464,3D Blackjack,S,
1466,SugarPop 2 Double Dipped,S,3rd party
1467,Tigers Claw,S,3rd party
1468,Diamond Wild,S,
1470,Red Dragon Wild ,S,Non Branded
1473,Rise of Egypt,S,3rd party
1474,Chilli Heat,S,3rd party
1475,Caishens Gold,S,3rd party
1476,Great Rhino,S,3rd party
1477,Leprechaun Song,S,3rd party
1478,Madame Destiny,S,3rd party
1479,Jade Butterfly,S,3rd party
1481,Splashtastic,S,3rd party
1482,Shuffle Bots,S,3rd party
1483,Elephant King,S,3rd party - Premium
1484,Fortune Dogs,S,
1485,Sugar Skulls,S,3rd party
1486,Vegas VIP Gold,S,3rd party
1487,Dragon King,S,
1488,Explosive Reels,S,
1489,Royal Seven XXL,S,3rd party
1490,Ramses Book,S,3rd party
1491,Wolf Run,S,
1492,Hot Spin,S,Non Branded
1493,Big 500X Roulette ,S,
1494,20p Roulette,S,
1495,The Goonies ,S,3rd Party - Branded
1496,Red Hot Repeater,S,3rd Party
1497,Bai She Zhuan,S,
1498,Rio Fever,S,3rd party
1499,Book of Spells,S,3rd party
1500,Monster Madness,S,3rd party
1505,Ogre Empire ,S,3rd party
1506,Blood Queen,S,3rd party
1507,Adelia The Fortune Wielder,S,3rd Party
1508,Astro Pug,S,3rd Party
1509,Romanov Riches,S,Non Branded
1510,Colossus Fracpot,S,
1511,The Alchemists Gold ,S,3rd Party
1512,DanmarksBingo,S,
1513,BlitzBingo,S,
1514,Friendship,S,Bingo
1515,Sapphire,S,Bingo
1516,Emerald Dream,S,3rd party
1517,Mystic Moon,S,3rd party
1518,Run With The Wolves ,S,
1519,Magic Rewards ,S,3rd party
1520,Cuba Caliente ,S,3rd party
1521,Wunderfest,S,3rd party
1522,Mexico Wins ,S,3rd party
1523,Viking Gods Thor and Loki,S,3rd party
1524,Fruits N Stars,S,3rd party
1527,Banana Rock,S,Non Branded
1528,Battle Royal,S,Non Branded
1529,Star Joker,S,Non Branded
1530,Bonnie and Clyde,S,3rd party
1532,Cheeky Monkeys,S,3rd party
1533,Mustang Gold,S,3rd party
1534,Show me the Mummy ,S,
1535,Blackjack Multihand,S,Table games
1536,European Roulette ,S,Table games
1537,Magic Mirror Deluxe,S,3rd Party
1538,Extra Wild ,S,3rd Party
1539,Convertus Aurum ,S,3rd Party
1540,88 Fortunes,S,3rd Party
1541,Rainbow Riches Home Sweet Home,S,3rd Party
1542,Stellar Jackpots Silver Lion,S,3rd Party
1543,Vikings Unleashed Megaways,S,3rd Party
1544,Mars Attacks,S,
1545,Wild Plunder,S,
1546,Rocket Fellas,S,3rd Party
1547,Primal Megaways,S,3rd Party
1548,Fruit Shop Christmas Edition,S,Non Branded
1549,Imperial Riches,S,Non Branded
1550,Elements,S,Non Branded
1551,Turn Your Fortune,S,Non Branded
1552,Wild Bazaar,S,Non Branded
1553,Strolling Staxx Cubic Fruits,S,Non Branded
1554,Golden Grimoire,S,Non Branded
1555,Narcos,S,Branded
1556,5 Lucky Lions,S,
1557,Reel Gambler,S,3rd party
1558,Halloween ,S,
1559,Crystal Rift,S,3rd Party
1560,Icy Gems,S,3rd Party
1561,Reel Talent,S,3rd Party
1562,Action Ops Snow And Sable,S,Non Branded
1563,Cabaret Royale,S,3rd Party
1564,HyggeBingo,S,
1565,DanskTop Bingo ,S,
1566,Rainbow Bingo,S,
1568,The Angler,S,
1569,Fruit Zen,S,3rd party
1570,Tiger Heart ,S,
1573,Alkemors Tower,S,3rd party
1577,Chilli Chilli Bang Bang,S,Non Branded
1578,Egyptian Dreams,S,
1579,Raging Rex ,S,Non Branded
1580,Wild Falls ,S,Non Branded
1581,Wild Gladiators,S,3rd party
1582,Book of Immortals,S,Non Branded
1583,Wolf Ridge,S,3rd party - Premium
1584,Super Graphics Upside Down,S,3rd party
1585,Stellar Spins,S,3rd party
1586,Crazy Bananas,S,3rd party
1587,Rumble Rhino,S,3rd party
1588,La Bomba,S,Non Branded
1589,Hot Frootastic,S,3rd Party
1590,Battleship Direct Hit,S,3rd Party - Branded
1591,Rainbow Riches PicknMix,S,3rd Party
1592,Kronos,S,3rd Party
1593,Zeus God of Thunder,S,3rd Party
1594,Jackaroo Jack,S,3rd Party
1595,Aftershock,S,3rd Party
1596,Wild Plunder,S,Non Branded
1597,Good Feathers,S,3rd Party
1598,Lightning Strike Megaways ,S,3rd Party
1599,Extreme Pay,S,3rd party
1601,7s To Burn,S,3rd Party
1603,Pets Go Wild,S,3rd party
1604,Magic Stars 3,S,3rd party
1605,Wolf Ridge,S,3rd party - Premium
1606,Lucky Stripes,S,Non Branded
1607,Wild Pixies,S,3rd party
1608,Fancy Fruits,S,3rd party
1609,Book of Oz,S,Non Branded
1610,Shogun of Time,S,3rd Party
1611,Gamevy Blackjack,S,
1612,Medusas Golden Gaze ,S,3rd Party
1613,Zombie Hoard,S,
1614,Classic Roulette,S,Table games
1615,Temple Cash Frogs N Flies,S,3rd Party
1617,Ancient Fortunes Zeus,S,Non Branded
1618,88 Wild Dragon,S,
1619,Mystery of LongWei,S,
1620,Thunder Zeus,S,
1621,Queen Of Queens,S,
1622,88 Riches,S,
1623,Black Widow,S,
1624,Dragon Egg,S,3rd party
1625,Ways Of Fortune,S,
1626,Viva Las Vegas ,S,3rd party
1627,Mystic Mirror ,S,3rd party
1629,Cash Vandal,S,Non Branded
1631,Golden Colts        ,S,Non Branded
1632,Phoenix Reborn,S,Non Branded
1633,Contact,S,Non Branded
1634,Crystal Sun,S,Non Branded
1635,Mahjong 88,S,
1636,Sabaton,S,Non Branded
1637,Inferno Star,S,Non Branded
1638,Perfect Gems,S,Non Branded
1639,Temple of Treasures Megaways,S,3rd Party
1640,Valletta Megaways,S,3rd Party
1641,Chicken Fox,S,3rd Party
1643,Grand National Slot,S,3rd Party
1645,Fruit Climber,S,3rd Party
1646,Maximus Payus,S,3rd Party
1647,Midas GoldenTouch,S,3rd Party
1648,Spin Doctor,S,3rd Party
1649,Super Fire 7s,S,3rd Party
1650,Temple of Nudges,S,Non Branded
1651,Scudamores Super Stakes,S,Branded
1652,Fruit Case,S,Non Branded
1653,Wild Worlds,S,Non Branded
1654,Dead or Alive 2,S,Non Branded
1655,Arcane Reel Chaos,S,Non Branded
1656,Spinsane,S,Non Branded
1657,Cash O Matic,S,Non Branded
1658,Conan,S,Branded
1659,Ozzy Osbourne,S,Branded
1660,Rockabilly Wolves,S,3rd Party
1661,Magic of Pandora,S,3rd Party
1662,Space Spins,S,3rd Party
1663,Lara Croft Temples and Tombs,S,Branded
1664,Reel Splitter,S,3rd Party
1665,European Blackjack,S,Table games
1666,American Roulette,S,Table games
1667,Ruby Casino Queen,S,3rd Party
1668,Village People Macho Moves,S,
1669,Lucky Lady,S,Non Branded
1670,Happy Birds,S,Non Branded
1671,Book Of Sun,S,
1672,Barnyard Twister,S,3rd party
1674,The Nutcracker,S,Non Branded
1675,Sunset Reels ,S,3rd party
1676,Wild Weather,S,3rd party
1677,Vikings Gods Gold ,S,
1678,Frozen Queen,S,3rd party
1679,Tutankhamun Deluxe,S,3rd party
1680,Game of Gladiators,S,Non Branded
1681,Rise of Merlin,S,Non Branded
1682,Rich Wilde and the Tome of Madness,S,Non Branded
1683,Wild Rails,S,Non Branded
1684,Firefly Frenzy,S,Non Branded
1685,The Sword and The Grail,S,Non Branded
1686,Rise Of Dead,S,Non Branded
1687,Hugos Adventure,S,Branded
1688,Demon,S,Non Branded
1689,Inferno Joker,S,Non Branded
1690,Amazon Queen,S,3rd Party
1691,Raging Rhino Megaways,S,3rd Party
1692,Dangerous Beauty,S,3rd Party - Branded
1693,Wolf Legend Megaways,S,3rd Party
1694,Lightning Leopard,S,3rd Party
1695,Double Da Vinci Diamonds,S,3rd Party - Branded
1697,Book of the Irish,S,3rd Party
1698,Fishin Frenzy Megaways,S,3rd Party
1699,Foxin Twins,S,Non Branded
1700,Thundering Buffalo,S,3rd Party - Branded
1701,Butterfly Staxx 2,S,Non Branded
1702,Santa vs Rudolf,S,Non Branded
1703,Reel Rush 2,S,Non Branded
1704,Finns Golden Tavern,S,Non Branded
1705,Wings of Riches,S,Non Branded
1706,Serengeti Kings,S,Non Branded
1707,Serengeti Kings MGA,S,Non Branded
1708,Rise of Maya,S,Non Branded
1709,Planet of the Apes,S,
1710,Oceans Treasure,S,Non Branded
1711,Sherlock of London,S,3rd Party
1712,Magic of Sahara,S,
1713,Aztec Temple Treasures,S,3rd Party
1714,Karamba Clan,S,Non branded
1715,Book of Oz Lock N Spin,S,Non Branded
1716,Sapphire Roulette Globa,S,Table games
1717,Friendship ,S,
1718,Sapphire,S,
1719,Rainbow Room,S,
1720,3888 Ways of the Dragon,S,Non Branded
1721,Jump,S,
1722,Change Goddess of the Moon,S,3rd party
1723,Spin Dizzy,S,3rd party
1724,Casino Patience,S,3rd party
1725,Wild Fury Jackpots,S,3rd party - Premium
1726,Fakir,S,3rd party
1727,Boom Bang,S,3rd party
1728,Boomshakalaka,S,
1729,VIP Filthy Riches,S,3rd party
1730,Fruitbat Crazy,S,
1731,Irish Fortune,S,3rd Party
1732,Take 5,S,3rd party
1733,Books and Bulls,S,3rd party
1735,Froots,S,
1736,Fish And Chips ,S,3rd party
1737,Zombies Gone Wild ,S,
1738,Sevens and Fruits 20 lines ,S,
1739,Fruits and Jokers 20 lines,S,3rd party
1740,Magic Wilds,S,3rd party
1743,Speed Bingo,S,
1750,Hot Shots,S,Non Branded
1798,Live Deutsches Roulette,S,
1799,Live Norsk Roulette,S,
1800,Live Suomalainen Ruletti,S,
1801,Live Dansk Roulette,S,
1802,Live England Roulette,S,
1803,Lightning Roulette,S,
1804,Salon Prive Blackjack I,S,
1805,Salon Prive Blackjack II,S,
1806,Salon Prive Blackjack III,S,
1807,Blackjack Strip,S,
1808,Blackjack Grand,S,
1809,Blackjack Fortune VIP,S,
1810,Blackjack Platinum VIP,S,
1811,Dolphins,S,3rd party
1812,Fire N Hot,S,3rd party
1813,The Curious Cabinet,S,3rd party
1814,Xi You Ji,S,
1815,Chitty Bang,S,3rd party
1816,Rainbow Wilds ,S,3rd party
1817,Pearl of the Orient,S,Non Branded
1818,Vikings Fortune Hold and Win,S,3rd party
1819,The Asp of Cleopatra,S,3rd party
1820,Rome Rise of an Empire,S,3rd Party - Branded
1821,Ancient Egypt Classic,S,3rd party
1822,Da Vincis Treasure,S,3rd party
1823,Slot Of Money,S,
1824,Burning Flame,S,
1825,Z o d i a c,S,
1826,Fortune Multiplier,S,
1827,Golden ox,S,3rd party
1828,Lucky Staxx 40 Lines,S,3rd party
1829,Crystal Crush,S,
1840,Book of Secrets,S,3rd party
1841,Fruits N Fire,S,3rd party
1842,Hunters Spirit,S,3rd party
1843,Alchemists Gold,S,3rd party
1854,Hell Mania,S,3rd party
1857,King of Macedonia,S,3rd party
1858,Fruit Awards,S,3rd party
1859,Golden Leprechaun Megaways,S,3rd party
1863,Golden Myth,S,3rd party
1865,Jumbo Stampede,S,Non Branded
1867,Super Diamond Wild,S,Non Branded
1868,Fortune Diamond,S,Non Branded
1869,Cherry Blast,S,
1870,Cosmic Crystals ,S,
1871,Chillipop  ,S,3rd party
1872,Hot Hot Fruit,S,
1873,Pixies of the Forest II ,S,
1874,Golden Egypt,S,
1876,King of Macedonia,S,3rd party
1877,Super Fruits Wild,S,3rd Party
1934,10p Roulette,S,3rd party - table
1935,Turbo Roulette,S,3rd party - table
1950,Viking Wilds,S,3rd party
1951,Extra Juicy,S,3rd party
1952,Super Boom,S,3rd party
1953,Crystal Ball,S,3rd party
1954,Egyptian Fortunes,S,3rd party
1955,Pirates Plenty,S,3rd party
1957,Fruits,S,3rd party
1958,Golden Dollars Golden Cash,S,3rd party
1959,Jumbo Stampede,S,Non Branded
1960,Super 5 Stars,S,3rd party
1961,Blackjack Diamond VIP,S,
1962,Blackjack White I,S,
1963,Blackjack White II,S,
1964,Blackjack White III,S,
1965,Football Studio,S,Non Branded
2201,Gladiators Go Wild,S,Non Branded
2202,The Fortune Pig,S,Non Branded
2203,Golden Egg of Crazy Chicken Crazy Chicken Shooter,S,3rd party - premium
2204,Pixies of the Forest,S,3rd party - Premium
2206,Super Graphics Lucky Cats,S,3rd party
2207,The Dog House,S,3rd party
2208,Treasure of Horus,S,3rd party
2209,Scarab,S,3rd party
2210,Pirate Gold,S,3rd party
2211,Action jack,S,3rd party
2212,Wild Ocean,S,3rd party
2213,Super hot 7s,S,3rd party
2214,Sweet Bonanza,S,3rd party
2215,Wai Kiki,S,3rd party
2217,Elephant King,S,3rd party - Premium
2219,Aussie Adventure,S,3rd party
2221,Book of Sun Multichance,S,
2222,Spinfinity Man,S,3rd party
2223,Dragon Pearls,S,
2224,Gods Temple Deluxe,S,
2226,Book of Gold,S,3rd party
2227,Enchanted Eyes,S,3rd party
2228,Gold Vein,S,3rd party
2229,Merlins Magic Mirror,S,Non Branded
2230,Super 10 stars-PT,S,
2231,Mystic Mirror,S,
2232,The Asp of Cleopatra,S,
2233,The Asp of Cleopatra,S,
2234,Blackjack European,S,3rd party - table
2235,Marco Polo-PT,S,
2236,Switch BlackJack,S,3rd party - table
2239,Vegas High Roller,S,
2240,Viva Las Vegas ,S,
2245,Blackjack Single Hand PT Aspire Nossa Aposta ,S,Table games
2246,European Roulette Aspire Nossa Asposta ,S,Table games
2250,Valkyrie Queen,S,3rd Party - Branded
2251,Triple Raven,S,3rd Party
2252,Rainbow Riches Megaways,S,3rd Party
2253,Jin Ji Bao Xi Endless Treasure,S,3rd Party
2254,Action Bank,S,3rd Party
2255,Rainbow Riches Free Spins,S,3rd Party
2256,Goldstruck,S,3rd Party
